url_product,product_internal_id,product_code,product_name,product_brand,product_category,variant,price,cav_points,description,member_price,normal_price,stock,image_url,vinyard,strain,harvest,origin,line,format,type,alcohol_degrees,blend,guard,pairing,Frescor,Cuerpo,Dulzura,Astringencia
https://cav.cl//tienda/producto/valle-secreto-first-edition-cabernet-sauvignon-2021-30435,13711,30435,Valle Secreto First Edition Cabernet Sauvignon 2021,Valle Secreto,Tinto,Cabernet Sauvignon,10490,No score available,,Socio: $9.441,Normal: $10.490,Stock: 33,https://cav.cl/storage/sku_images/30435.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/altacima-6330-ensamblaje-tinto-2020-28870,12778,28870,Altacima 6330 Ensamblaje Tinto 2020,Altacima,Ensamblaje Tinto,Ensamblaje Tinto,10490,No score available,,Socio: $9.441,Normal: $10.490,Stock: 16,https://cav.cl/storage/sku_images/28870.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/santa-ema-barrel-reserve-6040-cabernet-sauvignoncarmenere-2021-31600,14339,31600,Santa Ema Barrel Reserve 60/40 Cabernet Sauvignon/Carmenere 2021,Santa Ema,Ensamblaje Tinto,Ensamblaje Tinto,10900,No score available,,Socio: $9.810,Normal: $10.900,Stock: 50+,https://cav.cl/storage/sku_images/31600.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/las-candelas-brut-metodo-charmat-750cc-29076,12938,29076,Las Candelas Brut Metodo Charmat 750cc,Las Candelas,Espumoso,Chardonnay,10900,No score available,,Socio: $9.810,Normal: $10.900,Stock: 9,https://cav.cl/storage/sku_images/29076.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/vina-roja-el-maulino-2018-28330,12435,28330,Viña Roja El Maulino 2018,Viña Roja,Tinto,Ensamblaje Tinto,10900,No score available,,Socio: $9.810,Normal: $10.900,Stock: 14,https://cav.cl/storage/sku_images/28330.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/cono-sur-single-vineyard-sauvignon-blanc-2016-23486,8961,23486,Cono Sur Single Vineyard Sauvignon Blanc 2016,Cono Sur,Blanco,Sauvignon Blanc,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 6,https://cav.cl/storage/sku_images/23486.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/cono-sur-single-vineyard-riesling-2022-31457,14251,31457,Cono Sur Single Vineyard Riesling 2022,Cono Sur,Blanco,Riesling,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 42,https://cav.cl/storage/sku_images/31457.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/villard-expresion-syrah-2020-31030,14065,31030,Villard Expresion Syrah 2020,Villard,Tinto,Syrah,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 8,https://cav.cl/storage/sku_images/31030.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/emiliana-tais-rose-2022-30610,13814,30610,Emiliana Tais Rose 2022,Emiliana,Rosado,Rose,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 12,https://cav.cl/storage/sku_images/30610.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/santa-rita-medalla-real-pinot-noir-gran-reserva-2021-29013,12864,29013,Santa Rita Medalla Real Pinot Noir Gran Reserva 2021,Santa Rita,Tinto,Pinot Noir,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 21,https://cav.cl/storage/sku_images/29013.jpg,,,,,,,,,,,,,,,
