brand;gender;age;ses;rank
Emiliana;HOMBRE;35-44;C2;28
Emiliana;MUJER;35-44;D/E;28
Emiliana;MUJER;55+;C2;31
Emiliana;MUJER;45-54;C2;31
Emiliana;HOMBRE;45-54;ABC1;34
Emiliana;HOMBRE;35-44;ABC1;35
Emiliana;HOMBRE;55+;C2;36
Emiliana;MUJER;18-24;D/E;38
Emiliana;HOMBRE;18-24;ABC1;38
Emiliana;HOMBRE;25-34;C3;39
Emiliana;HOMBRE;45-54;D/E;41
Emiliana;HOMBRE;45-54;C3;42
Emiliana;MUJER;25-34;ABC1;42
Emiliana;MUJER;55+;C3;43
Emiliana;HOMBRE;55+;C3;44
Emiliana;MUJER;35-44;ABC1;46
Emiliana;MUJER;25-34;C2;49
Emiliana;HOMBRE;35-44;C3;52
Emiliana;MUJER;45-54;D/E;52
Emiliana;HOMBRE;18-24;D/E;55
Emiliana;MUJER;25-34;D/E;55
Emiliana;HOMBRE;25-34;ABC1;57
Emiliana;MUJER;35-44;C3;58
Emiliana;HOMBRE;35-44;D/E;60
Emiliana;MUJER;18-24;ABC1;60
Emiliana;HOMBRE;45-54;C2;61
Emiliana;MUJER;45-54;C3;64
Emiliana;MUJER;25-34;C3;65
Emiliana;HOMBRE;18-24;C3;67
Emiliana;HOMBRE;25-34;D/E;68
Emiliana;MUJER;18-24;C3;80
Errazuriz;HOMBRE;55+;C2;12
Errazuriz;MUJER;55+;ABC1;18
Errazuriz;HOMBRE;45-54;C3;19
Errazuriz;HOMBRE;55+;ABC1;20
Errazuriz;MUJER;55+;C2;22
Errazuriz;HOMBRE;45-54;ABC1;22
Errazuriz;HOMBRE;18-24;C3;26
Errazuriz;HOMBRE;35-44;C3;27
Errazuriz;HOMBRE;55+;D/E;27
Errazuriz;HOMBRE;35-44;ABC1;28
Errazuriz;MUJER;35-44;ABC1;29
Errazuriz;MUJER;55+;C3;31
Errazuriz;MUJER;45-54;D/E;32
Errazuriz;HOMBRE;25-34;ABC1;34
Errazuriz;HOMBRE;25-34;C2;36
Errazuriz;MUJER;18-24;ABC1;36
Errazuriz;MUJER;25-34;ABC1;36
Errazuriz;MUJER;18-24;D/E;37
Errazuriz;MUJER;35-44;C2;38
Errazuriz;MUJER;18-24;C2;40
Errazuriz;HOMBRE;25-34;D/E;40
Errazuriz;MUJER;45-54;C2;46
Errazuriz;HOMBRE;35-44;C2;47
Errazuriz;MUJER;25-34;C2;48
Errazuriz;HOMBRE;55+;C3;49
Errazuriz;MUJER;35-44;C3;60
Errazuriz;HOMBRE;18-24;D/E;60
Errazuriz;MUJER;45-54;C3;61
Errazuriz;MUJER;45-54;ABC1;61
Errazuriz;MUJER;35-44;D/E;63
Errazuriz;HOMBRE;45-54;C2;68
Errazuriz;MUJER;25-34;D/E;68
Errazuriz;HOMBRE;35-44;D/E;70
Errazuriz;HOMBRE;45-54;D/E;70
Errazuriz;MUJER;18-24;C3;77
Errazuriz;HOMBRE;25-34;C3;77
Errazuriz;MUJER;25-34;C3;82
Errazuriz;HOMBRE;55+;C2;12
Errazuriz;MUJER;55+;ABC1;18
Errazuriz;HOMBRE;45-54;C3;19
Errazuriz;HOMBRE;55+;ABC1;20
Errazuriz;MUJER;55+;C2;22
Errazuriz;HOMBRE;45-54;ABC1;22
Errazuriz;HOMBRE;18-24;C3;26
Errazuriz;HOMBRE;35-44;C3;27
Errazuriz;HOMBRE;55+;D/E;27
Errazuriz;HOMBRE;35-44;ABC1;28
Errazuriz;MUJER;35-44;ABC1;29
Errazuriz;MUJER;55+;C3;31
Errazuriz;MUJER;45-54;D/E;32
Errazuriz;HOMBRE;25-34;ABC1;34
Errazuriz;HOMBRE;25-34;C2;36
Errazuriz;MUJER;18-24;ABC1;36
Errazuriz;MUJER;25-34;ABC1;36
Errazuriz;MUJER;18-24;D/E;37
Errazuriz;MUJER;35-44;C2;38
Errazuriz;MUJER;18-24;C2;40
Errazuriz;HOMBRE;25-34;D/E;40
Errazuriz;MUJER;45-54;C2;46
Errazuriz;HOMBRE;35-44;C2;47
Errazuriz;MUJER;25-34;C2;48
Errazuriz;HOMBRE;55+;C3;49
Errazuriz;MUJER;35-44;C3;60
Errazuriz;HOMBRE;18-24;D/E;60
Errazuriz;MUJER;45-54;C3;61
Errazuriz;MUJER;45-54;ABC1;61
Errazuriz;MUJER;35-44;D/E;63
Errazuriz;HOMBRE;45-54;C2;68
Errazuriz;MUJER;25-34;D/E;68
Errazuriz;HOMBRE;35-44;D/E;70
Errazuriz;HOMBRE;45-54;D/E;70
Errazuriz;MUJER;18-24;C3;77
Errazuriz;HOMBRE;25-34;C3;77
Errazuriz;MUJER;25-34;C3;82
Espiritu De Chile;HOMBRE;18-24;D/E;76
Espiritu De Chile;MUJER;55+;C3;81
Espiritu De Chile;HOMBRE;45-54;ABC1;114
Espiritu De Chile;MUJER;25-34;D/E;126
Espiritu De Chile;MUJER;25-34;C2;148
Espiritu De Chile;MUJER;25-34;C3;150
Estampa;MUJER;55+;D/E;49
Estampa;MUJER;55+;C2;61
In Situ;MUJER;35-44;C2;131
J. Bouchon;MUJER;45-54;ABC1;32
J. Bouchon;HOMBRE;45-54;ABC1;37
J. Bouchon;HOMBRE;55+;C2;39
J. Bouchon;MUJER;55+;ABC1;41
J. Bouchon;HOMBRE;25-34;D/E;42
J. Bouchon;HOMBRE;35-44;D/E;47
J. Bouchon;MUJER;45-54;C2;49
J. Bouchon;MUJER;45-54;C3;49
J. Bouchon;MUJER;55+;D/E;56
J. Bouchon;MUJER;35-44;D/E;61
J. Bouchon;HOMBRE;35-44;ABC1;61
J. Bouchon;MUJER;18-24;C3;64
J. Bouchon;MUJER;25-34;C2;65
J. Bouchon;HOMBRE;25-34;C2;72
J. Bouchon;HOMBRE;35-44;C2;74
J. Bouchon;MUJER;55+;C2;76
J. Bouchon;MUJER;45-54;D/E;78
J. Bouchon;MUJER;35-44;C2;81
J. Bouchon;MUJER;25-34;ABC1;81
J. Bouchon;HOMBRE;25-34;ABC1;82
J. Bouchon;MUJER;18-24;D/E;89
J. Bouchon;MUJER;25-34;D/E;97
J. Bouchon;MUJER;35-44;C3;101
J. Bouchon;MUJER;25-34;C3;106
J. Bouchon;HOMBRE;45-54;C2;122
J. Bouchon;HOMBRE;35-44;C3;124
J. Bouchon;MUJER;35-44;ABC1;141
Kaiken;HOMBRE;55+;ABC1;25
Kaiken;HOMBRE;18-24;C3;49
Kaiken;MUJER;45-54;C3;93
Kaiken;MUJER;35-44;ABC1;97
Kaiken;HOMBRE;45-54;C2;100
Kaiken;MUJER;45-54;C2;106
Kaiken;MUJER;25-34;C2;140
Koyle;HOMBRE;55+;C3;24
Koyle;HOMBRE;18-24;C2;35
Koyle;HOMBRE;18-24;C3;48
Koyle;MUJER;18-24;C3;66
Koyle;HOMBRE;25-34;C2;86
Koyle;HOMBRE;25-34;D/E;89
Koyle;MUJER;35-44;ABC1;100
Koyle;MUJER;25-34;D/E;118
La Causa;MUJER;18-24;C2;76
La Causa;MUJER;35-44;ABC1;111
La Playa;MUJER;55+;ABC1;47
La Playa;HOMBRE;18-24;C2;56
La Playa;MUJER;18-24;C3;70
La Playa;HOMBRE;45-54;C3;83
La Playa;HOMBRE;35-44;C2;86
La Playa;MUJER;45-54;ABC1;98
La Playa;HOMBRE;25-34;C2;99
La Playa;MUJER;35-44;C3;103
La Playa;MUJER;35-44;C2;112
La Playa;MUJER;25-34;ABC1;123
La Playa;HOMBRE;35-44;ABC1;134
La Playa;MUJER;25-34;C2;152
La Rosa;HOMBRE;25-34;ABC1;36
La Rosa;HOMBRE;25-34;ABC1;36
Lapostolle;OTRO;25-34;C2;4
Lapostolle;HOMBRE;55+;ABC1;11
Lapostolle;MUJER;45-54;D/E;27
Lapostolle;HOMBRE;25-34;D/E;31
Lapostolle;HOMBRE;25-34;ABC1;50
Lapostolle;HOMBRE;35-44;C3;56
Lapostolle;HOMBRE;35-44;C2;67
Lapostolle;MUJER;35-44;D/E;69
Lapostolle;MUJER;35-44;C3;72
Lapostolle;HOMBRE;45-54;C2;84
Lapostolle;MUJER;35-44;C2;88
Lapostolle;HOMBRE;45-54;ABC1;90
Lapostolle;HOMBRE;25-34;C3;94
Lapostolle;MUJER;45-54;C2;107
Lapostolle;HOMBRE;25-34;C2;111
Lapostolle;MUJER;25-34;C2;114
Lapostolle;MUJER;35-44;ABC1;131
Leyda;MUJER;13-17;ABC1;2
Leyda;HOMBRE;55+;ABC1;12
Leyda;HOMBRE;55+;D/E;18
Leyda;MUJER;13-17;D/E;18
Leyda;MUJER;55+;C3;19
Leyda;HOMBRE;45-54;ABC1;27
Leyda;HOMBRE;45-54;C2;31
Leyda;MUJER;55+;ABC1;31
Leyda;MUJER;25-34;D/E;33
Leyda;HOMBRE;25-34;D/E;33
Leyda;HOMBRE;25-34;C3;36
Leyda;MUJER;45-54;C3;41
Leyda;MUJER;35-44;C3;42
Leyda;HOMBRE;18-24;D/E;42
Leyda;HOMBRE;35-44;ABC1;42
Leyda;HOMBRE;25-34;ABC1;52
Leyda;MUJER;35-44;ABC1;52
Leyda;MUJER;25-34;C2;53
Leyda;HOMBRE;55+;C2;54
Leyda;MUJER;55+;C2;55
Leyda;HOMBRE;25-34;C2;55
Leyda;MUJER;45-54;C2;58
Leyda;HOMBRE;35-44;C3;58
Leyda;HOMBRE;45-54;D/E;61
Leyda;MUJER;25-34;ABC1;61
Leyda;MUJER;45-54;ABC1;62
Leyda;HOMBRE;35-44;D/E;64
Leyda;MUJER;45-54;D/E;64
Leyda;HOMBRE;45-54;C3;69
Leyda;MUJER;35-44;D/E;70
Leyda;MUJER;35-44;C2;71
Leyda;MUJER;18-24;C3;86
Leyda;HOMBRE;35-44;C2;104
Leyda;MUJER;25-34;C3;128
Los Vascos;HOMBRE;25-34;D/E;78
Los Vascos;MUJER;35-44;C3;104
Los Vascos;MUJER;45-54;C3;107
Los Vascos;HOMBRE;45-54;ABC1;109
Los Vascos;MUJER;45-54;C2;123
Los Vascos;MUJER;25-34;D/E;139
Maquis;OTRO;18-24;C2;3
Maquis;MUJER;55+;D/E;39
Maquis;MUJER;45-54;C2;48
Maquis;HOMBRE;18-24;C3;51
Maquis;HOMBRE;35-44;ABC1;56
Maquis;MUJER;35-44;C3;69
Maquis;MUJER;18-24;D/E;78
Maquis;MUJER;45-54;ABC1;80
Maquis;MUJER;35-44;C2;87
Maquis;HOMBRE;25-34;D/E;92
Maquis;HOMBRE;45-54;C2;101
Maquis;HOMBRE;25-34;C2;102
Maquis;MUJER;25-34;ABC1;106
Maquis;MUJER;25-34;D/E;117
Maquis;MUJER;35-44;ABC1;120
Maquis;MUJER;25-34;C2;130
Matetic;MUJER;55+;C2;27
Matetic;HOMBRE;55+;ABC1;31
Matetic;HOMBRE;18-24;C2;37
Matetic;HOMBRE;35-44;ABC1;41
Matetic;MUJER;18-24;D/E;44
Matetic;MUJER;55+;D/E;46
Matetic;HOMBRE;18-24;D/E;62
Matetic;HOMBRE;25-34;ABC1;67
Matetic;MUJER;25-34;D/E;74
Matetic;HOMBRE;35-44;C2;81
Matetic;MUJER;45-54;D/E;87
Matetic;MUJER;35-44;C2;101
Matetic;MUJER;35-44;ABC1;101
Matetic;HOMBRE;25-34;C2;107
Matetic;MUJER;35-44;D/E;109
Matetic;HOMBRE;45-54;C2;110
Matetic;HOMBRE;25-34;D/E;113
Matetic;MUJER;25-34;C3;122
Matetic;MUJER;25-34;C2;146
Miguel Torres;HOMBRE;13-17;ABC1;3
Miguel Torres;OTRO;18-24;C3;4
Miguel Torres;HOMBRE;13-17;C2;6
Miguel Torres;HOMBRE;55+;D/E;6
Miguel Torres;OTRO;25-34;D/E;6
Miguel Torres;HOMBRE;45-54;D/E;9
Miguel Torres;MUJER;55+;ABC1;10
Miguel Torres;HOMBRE;18-24;ABC1;10
Miguel Torres;HOMBRE;35-44;ABC1;10
Miguel Torres;MUJER;55+;C2;11
Miguel Torres;OTRO;25-34;C2;11
Miguel Torres;MUJER;18-24;C2;12
Miguel Torres;MUJER;45-54;C2;12
Miguel Torres;HOMBRE;35-44;C2;13
Miguel Torres;MUJER;35-44;ABC1;13
Miguel Torres;MUJER;13-17;C2;14
Miguel Torres;MUJER;35-44;C2;14
Miguel Torres;HOMBRE;45-54;C2;14
Miguel Torres;MUJER;25-34;ABC1;14
Miguel Torres;HOMBRE;25-34;D/E;16
Miguel Torres;MUJER;25-34;D/E;16
Miguel Torres;MUJER;13-17;ABC1;16
Miguel Torres;MUJER;25-34;C3;17
Miguel Torres;MUJER;45-54;C3;17
Miguel Torres;HOMBRE;18-24;D/E;17
Miguel Torres;HOMBRE;25-34;ABC1;18
Miguel Torres;HOMBRE;45-54;ABC1;18
Miguel Torres;HOMBRE;18-24;C3;19
Miguel Torres;HOMBRE;25-34;C3;19
Miguel Torres;HOMBRE;55+;C2;20
Miguel Torres;HOMBRE;18-24;C2;20
Miguel Torres;MUJER;25-34;C2;20
Miguel Torres;MUJER;35-44;C3;20
Miguel Torres;HOMBRE;35-44;C3;20
Miguel Torres;HOMBRE;45-54;C3;20
Miguel Torres;HOMBRE;25-34;C2;21
Miguel Torres;MUJER;45-54;ABC1;22
Miguel Torres;HOMBRE;35-44;D/E;23
Miguel Torres;HOMBRE;55+;ABC1;23
Miguel Torres;MUJER;35-44;D/E;25
Miguel Torres;HOMBRE;55+;C3;28
Miguel Torres;MUJER;18-24;D/E;28
Miguel Torres;MUJER;55+;C3;32
Miguel Torres;MUJER;18-24;ABC1;34
Miguel Torres;MUJER;45-54;D/E;43
Miguel Torres;MUJER;18-24;C3;49
Misiones De Rengo;HOMBRE;55+;C2;1
Misiones De Rengo;MUJER;13-17;C2;1
Misiones De Rengo;MUJER;18-24;C2;1
Misiones De Rengo;HOMBRE;18-24;C2;1
Misiones De Rengo;MUJER;55+;C3;1
Misiones De Rengo;MUJER;13-17;C3;1
Misiones De Rengo;OTRO;35-44;C3;1
Misiones De Rengo;MUJER;18-24;D/E;1
Misiones De Rengo;MUJER;45-54;D/E;1
Misiones De Rengo;HOMBRE;45-54;D/E;1
Misiones De Rengo;MUJER;55+;ABC1;1
Misiones De Rengo;OTRO;55+;ABC1;1
Misiones De Rengo;MUJER;18-24;ABC1;1
Misiones De Rengo;HOMBRE;18-24;ABC1;1
Misiones De Rengo;HOMBRE;35-44;ABC1;1
Misiones De Rengo;MUJER;55+;C2;2
Misiones De Rengo;HOMBRE;13-17;C2;2
Misiones De Rengo;HOMBRE;35-44;C2;2
Misiones De Rengo;HOMBRE;45-54;C2;2
Misiones De Rengo;MUJER;18-24;C3;2
Misiones De Rengo;MUJER;25-34;C3;2
Misiones De Rengo;MUJER;35-44;C3;2
Misiones De Rengo;MUJER;45-54;C3;2
Misiones De Rengo;HOMBRE;13-17;D/E;2
Misiones De Rengo;HOMBRE;18-24;D/E;2
Misiones De Rengo;HOMBRE;35-44;D/E;2
Misiones De Rengo;HOMBRE;55+;ABC1;2
Misiones De Rengo;MUJER;25-34;ABC1;2
Misiones De Rengo;MUJER;35-44;C2;3
Misiones De Rengo;MUJER;45-54;C2;3
Misiones De Rengo;HOMBRE;25-34;C3;3
Misiones De Rengo;HOMBRE;45-54;C3;3
Misiones De Rengo;MUJER;55+;D/E;3
Misiones De Rengo;MUJER;25-34;D/E;3
Misiones De Rengo;MUJER;35-44;D/E;3
Misiones De Rengo;MUJER;35-44;ABC1;3
Misiones De Rengo;MUJER;45-54;ABC1;3
Misiones De Rengo;HOMBRE;25-34;C2;4
Misiones De Rengo;HOMBRE;55+;C3;4
Misiones De Rengo;HOMBRE;18-24;C3;4
Misiones De Rengo;OTRO;25-34;C3;4
Misiones De Rengo;HOMBRE;35-44;C3;4
Misiones De Rengo;OTRO;18-24;D/E;4
Misiones De Rengo;HOMBRE;25-34;D/E;4
Misiones De Rengo;MUJER;13-17;ABC1;4
Misiones De Rengo;HOMBRE;45-54;ABC1;4
Misiones De Rengo;MUJER;25-34;C2;5
Misiones De Rengo;OTRO;45-54;C3;5
Misiones De Rengo;HOMBRE;55+;D/E;5
Misiones De Rengo;OTRO;25-34;D/E;5
Misiones De Rengo;HOMBRE;25-34;ABC1;5
Misiones De Rengo;MUJER;13-17;D/E;6
Misiones De Rengo;OTRO;35-44;C2;9
Misiones De Rengo;OTRO;18-24;C2;11
Montes;MUJER;25-34;C2;2
Montes;HOMBRE;18-24;ABC1;13
Montes;MUJER;35-44;C3;14
Montes;HOMBRE;25-34;C2;15
Montes;MUJER;55+;D/E;16
Montes;HOMBRE;18-24;C3;18
Montes;HOMBRE;45-54;C2;19
Montes;HOMBRE;35-44;C3;21
Montes;MUJER;35-44;ABC1;22
Montes;HOMBRE;25-34;ABC1;24
Montes;MUJER;55+;C2;25
Montes;MUJER;25-34;D/E;28
Montes;MUJER;45-54;ABC1;34
Montes;HOMBRE;55+;C2;35
Montes;HOMBRE;18-24;D/E;35
Montes;HOMBRE;25-34;D/E;39
Montes;MUJER;55+;C3;40
Montes;MUJER;35-44;C2;42
Montes;HOMBRE;35-44;ABC1;43
Montes;HOMBRE;45-54;ABC1;45
Montes;MUJER;18-24;D/E;46
Montes;MUJER;45-54;C3;52
Montes;MUJER;35-44;D/E;57
Montes;MUJER;45-54;D/E;61
Montes;HOMBRE;35-44;C2;62
Montes;MUJER;25-34;C3;64
Montes;MUJER;25-34;ABC1;72
Montes;MUJER;18-24;C2;73
Montes;MUJER;45-54;C2;78
Montes;MUJER;18-24;C3;85
Montes;HOMBRE;25-34;C3;96
Montgras;HOMBRE;18-24;ABC1;18
Montgras;MUJER;13-17;D/E;22
Montgras;MUJER;18-24;ABC1;27
Montgras;MUJER;55+;ABC1;49
Montgras;MUJER;45-54;ABC1;64
Montgras;MUJER;18-24;C2;70
Montgras;HOMBRE;45-54;C3;74
Montgras;HOMBRE;25-34;ABC1;74
Montgras;MUJER;45-54;C3;77
Montgras;MUJER;18-24;D/E;79
Montgras;MUJER;45-54;C2;91
Montgras;HOMBRE;25-34;C3;93
Montgras;HOMBRE;35-44;ABC1;94
Montgras;MUJER;35-44;C3;105
Montgras;HOMBRE;25-34;D/E;105
Montgras;MUJER;25-34;ABC1;112
Montgras;MUJER;35-44;C2;119
Montgras;MUJER;35-44;ABC1;128
Montgras;HOMBRE;35-44;C2;130
Montgras;MUJER;25-34;D/E;135
Morande;HOMBRE;18-24;ABC1;33
Morande;MUJER;55+;C2;73
Morande;MUJER;45-54;C2;76
Morande;MUJER;18-24;C2;92
Morande;HOMBRE;35-44;C3;93
Morande;MUJER;45-54;ABC1;97
Morande;HOMBRE;35-44;ABC1;99
Morande;HOMBRE;45-54;ABC1;102
Morande;HOMBRE;35-44;D/E;107
Morande;MUJER;45-54;C3;127
Morande;MUJER;25-34;ABC1;129
Morande;HOMBRE;25-34;D/E;131
Morande;MUJER;25-34;C3;144
Morande;MUJER;35-44;ABC1;146
Morande;MUJER;25-34;C2;155
Morande;MUJER;25-34;D/E;157
Morande;MUJER;35-44;C2;173
Morande;HOMBRE;18-24;ABC1;33
Morande;MUJER;55+;C2;73
Morande;MUJER;45-54;C2;76
Morande;MUJER;18-24;C2;92
Morande;HOMBRE;35-44;C3;93
Morande;MUJER;45-54;ABC1;97
Morande;HOMBRE;35-44;ABC1;99
Morande;HOMBRE;45-54;ABC1;102
Morande;HOMBRE;35-44;D/E;107
Morande;MUJER;45-54;C3;127
Morande;MUJER;25-34;ABC1;129
Morande;HOMBRE;25-34;D/E;131
Morande;MUJER;25-34;C3;144
Morande;MUJER;35-44;ABC1;146
Morande;MUJER;25-34;C2;155
Morande;MUJER;25-34;D/E;157
Morande;MUJER;35-44;C2;173
Odfjell;MUJER;35-44;C2;55
Odfjell;HOMBRE;25-34;ABC1;55
Odfjell;MUJER;55+;C2;59
Odfjell;MUJER;18-24;C2;65
Odfjell;HOMBRE;25-34;C3;71
Odfjell;MUJER;35-44;ABC1;75
Odfjell;HOMBRE;35-44;ABC1;82
Odfjell;MUJER;35-44;C3;97
Odfjell;HOMBRE;25-34;C2;103
Odfjell;MUJER;45-54;C2;103
Odfjell;MUJER;25-34;C3;117
Odfjell;HOMBRE;45-54;C2;121
Oveja Negra;OTRO;18-24;ABC1;3
Oveja Negra;OTRO;35-44;C3;9
Oveja Negra;HOMBRE;18-24;ABC1;20
Oveja Negra;MUJER;55+;ABC1;21
Oveja Negra;HOMBRE;45-54;C2;23
Oveja Negra;HOMBRE;25-34;C2;24
Oveja Negra;HOMBRE;35-44;C2;24
Oveja Negra;MUJER;13-17;ABC1;24
Oveja Negra;MUJER;13-17;D/E;26
Oveja Negra;MUJER;35-44;C3;28
Oveja Negra;MUJER;25-34;ABC1;29
Oveja Negra;MUJER;45-54;C2;30
Oveja Negra;MUJER;18-24;C3;30
Oveja Negra;HOMBRE;35-44;C3;30
Oveja Negra;HOMBRE;25-34;ABC1;30
Oveja Negra;HOMBRE;35-44;D/E;31
Oveja Negra;MUJER;35-44;C2;32
Oveja Negra;MUJER;18-24;D/E;32
Oveja Negra;MUJER;25-34;C2;33
Oveja Negra;MUJER;18-24;ABC1;33
Oveja Negra;MUJER;55+;C3;34
Oveja Negra;HOMBRE;25-34;C3;34
Oveja Negra;HOMBRE;45-54;D/E;35
Oveja Negra;MUJER;55+;C2;36
Oveja Negra;MUJER;35-44;D/E;38
Oveja Negra;MUJER;25-34;D/E;40
Oveja Negra;HOMBRE;35-44;ABC1;40
Oveja Negra;MUJER;35-44;ABC1;40
Oveja Negra;MUJER;45-54;D/E;44
Oveja Negra;MUJER;25-34;C3;46
Oveja Negra;HOMBRE;25-34;D/E;46
Oveja Negra;HOMBRE;55+;C3;47
Oveja Negra;HOMBRE;18-24;C2;48
Oveja Negra;HOMBRE;18-24;D/E;49
Oveja Negra;HOMBRE;55+;C2;50
Oveja Negra;MUJER;18-24;C2;51
Oveja Negra;MUJER;55+;D/E;54
Oveja Negra;MUJER;45-54;ABC1;58
Oveja Negra;HOMBRE;45-54;ABC1;59
Oveja Negra;HOMBRE;45-54;C3;65
Oveja Negra;HOMBRE;18-24;C3;68
Oveja Negra;MUJER;45-54;C3;70
Oveja Negra;OTRO;18-24;ABC1;3
Oveja Negra;OTRO;35-44;C3;9
Oveja Negra;HOMBRE;18-24;ABC1;20
Oveja Negra;MUJER;55+;ABC1;21
Oveja Negra;HOMBRE;45-54;C2;23
Oveja Negra;HOMBRE;25-34;C2;24
Oveja Negra;HOMBRE;35-44;C2;24
Oveja Negra;MUJER;13-17;ABC1;24
Oveja Negra;MUJER;13-17;D/E;26
Oveja Negra;MUJER;35-44;C3;28
Oveja Negra;MUJER;25-34;ABC1;29
Oveja Negra;MUJER;45-54;C2;30
Oveja Negra;MUJER;18-24;C3;30
Oveja Negra;HOMBRE;35-44;C3;30
Oveja Negra;HOMBRE;25-34;ABC1;30
Oveja Negra;HOMBRE;35-44;D/E;31
Oveja Negra;MUJER;35-44;C2;32
Oveja Negra;MUJER;18-24;D/E;32
Oveja Negra;MUJER;25-34;C2;33
Oveja Negra;MUJER;18-24;ABC1;33
Oveja Negra;MUJER;55+;C3;34
Oveja Negra;HOMBRE;25-34;C3;34
Oveja Negra;HOMBRE;45-54;D/E;35
Oveja Negra;MUJER;55+;C2;36
Oveja Negra;MUJER;35-44;D/E;38
Oveja Negra;MUJER;25-34;D/E;40
Oveja Negra;HOMBRE;35-44;ABC1;40
Oveja Negra;MUJER;35-44;ABC1;40
Oveja Negra;MUJER;45-54;D/E;44
Oveja Negra;MUJER;25-34;C3;46
Oveja Negra;HOMBRE;25-34;D/E;46
Oveja Negra;HOMBRE;55+;C3;47
Oveja Negra;HOMBRE;18-24;C2;48
Oveja Negra;HOMBRE;18-24;D/E;49
Oveja Negra;HOMBRE;55+;C2;50
Oveja Negra;MUJER;18-24;C2;51
Oveja Negra;MUJER;55+;D/E;54
Oveja Negra;MUJER;45-54;ABC1;58
Oveja Negra;HOMBRE;45-54;ABC1;59
Oveja Negra;HOMBRE;45-54;C3;65
Oveja Negra;HOMBRE;18-24;C3;68
Oveja Negra;MUJER;45-54;C3;70
Puente Austral;HOMBRE;25-34;C2;98
San Pedro;HOMBRE;18-24;ABC1;12
San Pedro;OTRO;18-24;D/E;14
San Pedro;HOMBRE;18-24;C2;34
San Pedro;MUJER;55+;D/E;40
San Pedro;HOMBRE;45-54;ABC1;49
San Pedro;HOMBRE;18-24;D/E;50
San Pedro;MUJER;35-44;ABC1;51
San Pedro;MUJER;35-44;C2;52
San Pedro;MUJER;18-24;C2;57
San Pedro;MUJER;55+;C2;62
San Pedro;MUJER;45-54;ABC1;68
San Pedro;HOMBRE;25-34;C2;71
San Pedro;HOMBRE;35-44;C3;76
San Pedro;MUJER;25-34;C3;77
San Pedro;HOMBRE;45-54;D/E;84
San Pedro;MUJER;25-34;ABC1;90
San Pedro;MUJER;25-34;C2;91
San Pedro;HOMBRE;45-54;C3;91
San Pedro;MUJER;25-34;D/E;93
San Pedro;MUJER;35-44;D/E;101
San Pedro;HOMBRE;35-44;C2;103
San Pedro;MUJER;18-24;D/E;103
San Pedro;HOMBRE;25-34;C3;104
San Pedro;MUJER;45-54;C2;134
San Pedro;HOMBRE;25-34;D/E;135
San Pedro;MUJER;35-44;C3;146
San Pedro;HOMBRE;18-24;ABC1;12
San Pedro;OTRO;18-24;D/E;14
San Pedro;HOMBRE;18-24;C2;34
San Pedro;MUJER;55+;D/E;40
San Pedro;HOMBRE;45-54;ABC1;49
San Pedro;HOMBRE;18-24;D/E;50
San Pedro;MUJER;35-44;ABC1;51
San Pedro;MUJER;35-44;C2;52
San Pedro;MUJER;18-24;C2;57
San Pedro;MUJER;55+;C2;62
San Pedro;MUJER;45-54;ABC1;68
San Pedro;HOMBRE;25-34;C2;71
San Pedro;HOMBRE;35-44;C3;76
San Pedro;MUJER;25-34;C3;77
San Pedro;HOMBRE;45-54;D/E;84
San Pedro;MUJER;25-34;ABC1;90
San Pedro;MUJER;25-34;C2;91
San Pedro;HOMBRE;45-54;C3;91
San Pedro;MUJER;25-34;D/E;93
San Pedro;MUJER;35-44;D/E;101
San Pedro;HOMBRE;35-44;C2;103
San Pedro;MUJER;18-24;D/E;103
San Pedro;HOMBRE;25-34;C3;104
San Pedro;MUJER;45-54;C2;134
San Pedro;HOMBRE;25-34;D/E;135
San Pedro;MUJER;35-44;C3;146
Santa Carolina;HOMBRE;25-34;ABC1;20
Santa Carolina;HOMBRE;18-24;ABC1;30
Santa Carolina;HOMBRE;25-34;C2;43
Santa Carolina;MUJER;45-54;ABC1;43
Santa Carolina;HOMBRE;18-24;C2;47
Santa Carolina;MUJER;25-34;ABC1;56
Santa Carolina;HOMBRE;35-44;C3;60
Santa Carolina;HOMBRE;45-54;C3;61
Santa Carolina;MUJER;45-54;C3;62
Santa Carolina;MUJER;25-34;C3;63
Santa Carolina;MUJER;55+;C3;64
Santa Carolina;MUJER;35-44;C3;66
Santa Carolina;MUJER;25-34;D/E;66
Santa Carolina;MUJER;35-44;C2;68
Santa Carolina;MUJER;45-54;D/E;68
Santa Carolina;HOMBRE;35-44;D/E;69
Santa Carolina;MUJER;55+;D/E;70
Santa Carolina;HOMBRE;18-24;C3;77
Santa Carolina;HOMBRE;18-24;D/E;79
Santa Carolina;MUJER;25-34;C2;82
Santa Carolina;HOMBRE;35-44;C2;82
Santa Carolina;MUJER;18-24;D/E;82
Santa Carolina;HOMBRE;25-34;C3;92
Santa Carolina;MUJER;35-44;ABC1;94
Santa Carolina;MUJER;18-24;C3;98
Santa Carolina;MUJER;35-44;D/E;104
Santa Carolina;HOMBRE;45-54;ABC1;105
Santa Carolina;MUJER;45-54;C2;112
Santa Carolina;HOMBRE;35-44;ABC1;115
Santa Carolina;HOMBRE;25-34;D/E;116
Santa Cruz;MUJER;35-44;C3;73
